time,5117.battery,5117.maxbotix-mb7386-distance,5117.maxbotix-mb7386-trials,5118.battery,5118.rain-gauge-interval,5118.rain-gauge-precipitation,5118.rain-gauge-precipitation-sum
2020-03-21 12:59:17.689000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 13:09:11.609000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 13:09:13.478000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 13:19:14.786000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 13:19:19.069000-06:00,2.851,500.0,0.0,,,,
2020-03-21 13:29:15.787000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 13:29:16.889000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 13:39:17.100000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 13:39:17.205000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 13:49:11.550000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 13:49:18.563000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 13:59:12.758000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 13:59:14.688000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 14:09:12.999000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 14:09:15.179000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 14:19:17.359000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 14:19:18.070000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 14:29:12.092000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 14:29:12.310000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 14:39:12.864000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 14:39:13.568000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 14:49:15.918000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 14:49:18.533000-06:00,,,,2.9,600.0,0.1,7.5
2020-03-21 14:59:12.464000-06:00,,,,2.902,600.0,0.0,7.5
2020-03-21 14:59:17.547000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 15:09:12.571000-06:00,,,,2.9,600.0,0.0,7.5
2020-03-21 15:09:17.342000-06:00,2.851,500.0,0.0,,,,
2020-03-21 15:19:13.056000-06:00,,,,2.902,600.0,0.0,7.5
2020-03-21 15:19:18.968000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 15:29:11.698000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 15:29:15.546000-06:00,,,,2.902,600.0,0.0,7.5
2020-03-21 15:39:14.533000-06:00,,,,2.902,600.0,0.0,7.5
2020-03-21 15:39:17.172000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 15:49:14.125000-06:00,2.849,500.0,0.0,,,,
